fulcrum_id,created_at,updated_at,created_by,updated_by,system_created_at,system_updated_at,version,status,project,assigned_to,latitude,longitude,geometry,date_of_survey,type_of_disaster,photos,photos_caption,photos_url,audio,audio_caption,audio_url,general_notes,assessment_type,assessment_type_other,building_address_sub_thoroughfare,building_address_thoroughfare,building_address_suite,building_address_locality,building_address_sub_admin_area,building_address_admin_area,building_address_postal_code,building_address_country,building_address_full,number_of_stories,year_built,attached_garage,building_use,building_use_other,roof_shape,roof_shape_other,roof_extent,roof_extent_other,roof_system,roof_system_other,roof_cover,roof_cover_other,primary_structural_wall_system,primary_structural_wall_system_other,building_envelope,building_envelope_other,other_details,elevated_living_space,elevation_height,windows_protected,pct_of_structure_visible,damage_source,damage_source_other,exterior_damage_rating,interior_damage,high_water_mark_above_grade_m,structure_usable,roof,structural_system,envelope,windows,entry_door_damage,garage_door_damage,patiofrench_door_damage,damage_notes,type_pi,material,material_other,diameterwidth_m,heightlength_m,damage_source_power,damage_source_power_other,damage_type_power_infra,damage_type_power_infra_other,bridge_use,material_bridge,material_bridge_other,length_or_span_bridge,lanes_bridge,damage_source_bridge,damage_source_bridge_other,damage_state_bridge,functional,material_dam,material_dam_other,length_or_span_dam,height_m_dam,thickness_dam,damage_state_dam,damage_source_dam,damage_source_dam_other,damage_type_geo,damage_type_geo_other,depth_geo,width_geo,hazard_type,hazard_type_other,hazard_units,hazard_units_other,hazard_intensity,qc_id,qc_code,qc_notes,gps_altitude,gps_horizontal_accuracy,gps_vertical_accuracy,gps_speed,gps_course
20b9fb86-e3b5-48d6-9fae-309d4c72189d,2019-10-15 23:04:49 UTC,2019-10-15 23:04:49 UTC,joe@fulcrumapp.com,joe@fulcrumapp.com,2019-10-15 23:04:49 UTC,2019-10-15 23:04:49 UTC,1,3,"","",18.211274901,-67.0941184089,POINT (-67.0941184089 18.211274901),2017-10-19,Hurricane,"203edd2d-d740-43e9-b55b-ffb3f263f894,72d5199d-c7f6-430c-9a57-202d05ca4c62,51290ff9-9f4d-4334-8985-6478f6ea3db3,500e0bf6-b969-4f11-be07-a6800eeb76e6,c311c5a3-5251-425e-816d-bc7f6aba49e3",",,,,",https://web.fulcrumapp.com/shares/8d464ae2215260fd/photos/view?photos=203edd2d-d740-43e9-b55b-ffb3f263f894%2C72d5199d-c7f6-430c-9a57-202d05ca4c62%2C51290ff9-9f4d-4334-8985-6478f6ea3db3%2C500e0bf6-b969-4f11-be07-a6800eeb76e6%2Cc311c5a3-5251-425e-816d-bc7f6aba49e3,"","","",Carla Lopez del Puerto,Building,"","","","","","","","","","",4,"",0,Single-Family (Informal),"",Flat,"",Overhang (< 1m),"",RC Slab,"",Corrugated metal,"",Wood Frame,"","Wood planks,Wood sheathing","","",0,"",0,"",Wind,"",3,3,"",0,100%,50%,80%,50%,0,-1,-1,First three floors are made of concrete. The fourth floor is made of timber and the assessment describes the damage in the timber structure. ,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",OLB,2a,"Modified or updated:
Location 
Number of stories 
Roof shape, system ","","","","",""
480f578c-da7d-400b-847d-9190940329f1,2019-10-15 23:04:50 UTC,2019-10-15 23:04:50 UTC,joe@fulcrumapp.com,joe@fulcrumapp.com,2019-10-15 23:04:50 UTC,2019-10-15 23:04:50 UTC,1,2,"","",18.2109580108,-67.0945784077,POINT (-67.0945784077 18.2109580108),2017-10-19,Hurricane,"1661156c-084f-4f0b-8c95-64004f4d3431,08956f3f-511c-4825-afd7-c9a57836ef20,16237991-d319-486e-aa04-ebd0704ed6ae",",,",https://web.fulcrumapp.com/shares/8d464ae2215260fd/photos/view?photos=1661156c-084f-4f0b-8c95-64004f4d3431%2C08956f3f-511c-4825-afd7-c9a57836ef20%2C16237991-d319-486e-aa04-ebd0704ed6ae,"","","",Maria Cortes,Building,"","","","","","","","","","",1,"",0,Single-Family (Custom),"",Flat,"",Overhang (< 1m),"",RC Slab,"",N/A,"",Load Bearing Masonry (unknown),"",CMU infill,"","",0,"",0,"","Tree-fall,Wind","",2,9,"",1,40%,40%,"",0%,0,-1,-1,n/a,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",OLB,2b,Unable to determine location of this house,"","","","",""
169576a0-4101-4de7-96f6-30f9638d5b58,2019-10-15 23:04:50 UTC,2019-10-15 23:04:50 UTC,joe@fulcrumapp.com,joe@fulcrumapp.com,2019-10-15 23:04:50 UTC,2019-10-15 23:04:50 UTC,1,1,"","",18.229165,-67.171321,POINT (-67.171321 18.229165),2017-10-10,Hurricane,"326ed0a9-463c-45d1-b763-03c4a260915f,531935d0-1ea7-43ed-9b36-e6b8e4b93071,ea9f5f45-6cc7-4dc7-91ec-69b55fd50621,9e4acb0f-a881-4324-8a19-d2801638fda1,0a2e6e8c-37e4-4ab5-9f96-47243d3fdfac,fd0aa50a-ab06-45d9-b3f5-712e55c24aa9",",,,,,",https://web.fulcrumapp.com/shares/8d464ae2215260fd/photos/view?photos=326ed0a9-463c-45d1-b763-03c4a260915f%2C531935d0-1ea7-43ed-9b36-e6b8e4b93071%2Cea9f5f45-6cc7-4dc7-91ec-69b55fd50621%2C9e4acb0f-a881-4324-8a19-d2801638fda1%2C0a2e6e8c-37e4-4ab5-9f96-47243d3fdfac%2Cfd0aa50a-ab06-45d9-b3f5-712e55c24aa9,"","","",LDA,Building,"","","","","","","","","","",2,"",1,Single-Family (Custom),"",Gable,"",Overhang (< 1m),"",Wood rafter and purlins,"",Standing Seam Metal,"",Wood Frame,"",Wood planks,"","",0,"",0,"",Wind,"",1,9,"",1,10%,0%,0%,0%,0,0,-1,n/a,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",OLB,2a,"Modified or updated:
Location - 
Roof shape
Added aerial imagery","","","","",""
cb4a95fd-e6c7-498c-bda8-962cedd5160b,2019-10-15 23:04:51 UTC,2019-10-15 23:04:51 UTC,joe@fulcrumapp.com,joe@fulcrumapp.com,2019-10-15 23:04:51 UTC,2019-10-15 23:04:51 UTC,1,3,"","",18.2299544802,-67.1691320837,POINT (-67.1691320837 18.2299544802),2017-10-10,Hurricane,"2c3befb8-5919-4dc7-bf05-3e15d947f226,2a0a1fcf-f3d7-41dc-bbb9-67dd356f2a9a,ee898d02-7923-4464-ac55-8e4f360d1bce,b2a0906c-da2e-4c9c-9238-0e24b4b69fda,ed4514eb-56ec-4ae1-b7a0-5fbd461fc246",",,,,",https://web.fulcrumapp.com/shares/8d464ae2215260fd/photos/view?photos=2c3befb8-5919-4dc7-bf05-3e15d947f226%2C2a0a1fcf-f3d7-41dc-bbb9-67dd356f2a9a%2Cee898d02-7923-4464-ac55-8e4f360d1bce%2Cb2a0906c-da2e-4c9c-9238-0e24b4b69fda%2Ced4514eb-56ec-4ae1-b7a0-5fbd461fc246,"","","",Maria Cortes,Building,"","","","","","","","","","",2,"",1,Single-Family (Custom),"",Gable,"",Overhang (< 1m),"",Wood rafter and purlins,"",Corrugated metal,"",Wood Frame,"",Wood planks,"","",0,"",0,"",Wind,"",3,9,"",0,100%,40%,"","",0,0,-1,Descriptions made for second floor (timber). First floor is concrete and presented no damage.,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",OLB ,2a,"Modified or updated:
Location 
Roof shape
added aerial imagery","","","","",""
47158516-d55c-4d95-af1d-cfc85529aae8,2019-10-15 23:04:51 UTC,2019-10-15 23:04:51 UTC,joe@fulcrumapp.com,joe@fulcrumapp.com,2019-10-15 23:04:51 UTC,2019-10-15 23:04:51 UTC,1,3,"","",18.2275078258,-67.1609104425,POINT (-67.1609104425 18.2275078258),2017-10-05,Hurricane,"4d84bc61-4497-4556-809c-feb426acb6ae,c7a8b2b8-2e34-4e2f-ab28-f9e1c85b7d7c,67a427e4-0ea1-4723-9969-3ee5a4057233,44058133-a41d-4046-9fd6-4412a98e7b46,a541bd5e-3821-4460-9a96-e9e1da966d3e,76986ef4-879e-432a-97de-6a48613a3b50,d30f5c92-58d3-412a-bb98-d75f3853a4f4,611c2bae-b9ad-4ade-a937-0330e561c369,6068b522-588c-4c19-9525-5cac632543a8,6fc06d1c-0b12-4f1b-9774-2200e5bd0fff,99bad83a-d5cd-4223-b770-c73ec0dd2517,3cb37ed0-598c-452d-a3a6-6e3733ad1baf,28f7d528-b531-42d8-9a7f-90bb42cfd938,a8663db5-6579-40e5-b114-a32af453270e",",,,,,,,,,,,,,",https://web.fulcrumapp.com/shares/8d464ae2215260fd/photos/view?photos=4d84bc61-4497-4556-809c-feb426acb6ae%2Cc7a8b2b8-2e34-4e2f-ab28-f9e1c85b7d7c%2C67a427e4-0ea1-4723-9969-3ee5a4057233%2C44058133-a41d-4046-9fd6-4412a98e7b46%2Ca541bd5e-3821-4460-9a96-e9e1da966d3e%2C76986ef4-879e-432a-97de-6a48613a3b50%2Cd30f5c92-58d3-412a-bb98-d75f3853a4f4%2C611c2bae-b9ad-4ade-a937-0330e561c369%2C6068b522-588c-4c19-9525-5cac632543a8%2C6fc06d1c-0b12-4f1b-9774-2200e5bd0fff%2C99bad83a-d5cd-4223-b770-c73ec0dd2517%2C3cb37ed0-598c-452d-a3a6-6e3733ad1baf%2C28f7d528-b531-42d8-9a7f-90bb42cfd938%2Ca8663db5-6579-40e5-b114-a32af453270e,"","","","",Building,"","","","","","","","","","",1,"",1,Commercial,"",Flat,"",No overhang,"",Cold formed steel,"",Standing Seam Metal,"",Load Bearing Masonry (reinforced),"",CMU infill,"","",0,"",1,"","Wind,Wind-driven rain","",3,9,"",0,100%,0%,"","",0,0,-1,n/a,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",OLB,2a,"Modified or updated:
Location 
Elevated living space 
Windows protected 
Door damages
Added aerial imagery (could not use it for roof damage)","","","","",""
71167abf-efd7-48f1-bc33-82e1e2db5a41,2019-10-15 23:04:52 UTC,2019-10-15 23:04:52 UTC,joe@fulcrumapp.com,joe@fulcrumapp.com,2019-10-15 23:04:52 UTC,2019-10-15 23:04:52 UTC,1,1,"","",18.2184702237,-67.1602338552,POINT (-67.1602338552 18.2184702237),2017-10-10,Hurricane,"eabafc0d-becc-40d6-bf1b-cc8390cf9c09,a56fd472-4fa3-4545-aa43-ff104676c0e3,6b9d02d4-b985-4e22-a014-1dfde09cb847,6853e3d1-37a1-49a4-aa2a-1b0f6859f1f3,872beff0-a808-45ee-9783-8c31155dbbde",",,,,",https://web.fulcrumapp.com/shares/8d464ae2215260fd/photos/view?photos=eabafc0d-becc-40d6-bf1b-cc8390cf9c09%2Ca56fd472-4fa3-4545-aa43-ff104676c0e3%2C6b9d02d4-b985-4e22-a014-1dfde09cb847%2C6853e3d1-37a1-49a4-aa2a-1b0f6859f1f3%2C872beff0-a808-45ee-9783-8c31155dbbde,"","","","",Building,"","","","","","","","","","",1,"",0,Commercial,"",Flat,"",No overhang,"",Hot rolled steel,"",Standing Seam Metal,"",Load Bearing Masonry (reinforced),"",CMU infill,"",Roof damage,0,"",0,"","Storm surge,Wind","",1,3,"",0,10%,30%,"","",1,-1,-1,n/a,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",OLB,2a,"Modified or updated:
Location 
Damage source 
Exterior damage rating
Added aerial imagery (Changed damage from 70% to 10%)","","","","",""
0059869e-0e99-47d7-b09d-81bed2e7387a,2019-10-15 23:04:53 UTC,2019-10-15 23:04:53 UTC,joe@fulcrumapp.com,joe@fulcrumapp.com,2019-10-15 23:04:53 UTC,2019-10-15 23:04:53 UTC,1,1,"","",18.227850799,-67.1440017968,POINT (-67.1440017968 18.227850799),2017-10-08,Hurricane,"350edec0-d0f2-4b85-a3bc-d8dddc780fd8,1ee990cb-af84-42c3-b436-7208d7808bcc,c81b4adc-b05b-4636-8abc-6027c829ab15,9f4d766b-4029-4e77-bf1d-1e54c8357fd7,aabbb716-9dcb-4a0e-b146-ba3f2c4f5e01,a1f2a31d-27f0-4bb9-a7f9-3ad81a5ef38a,1092466c-8a7b-44f8-b364-cc1b71b6e8f0,a885b727-a55a-4fb8-994d-fdabe0504548,3f753656-adc1-4acd-af86-97886df39f49,6af15fea-262c-406b-9743-9746c65cda3d,c8c7f32f-847e-4ad1-a4b6-4ba3e777d780,416c8f7a-4db0-46bb-b792-cad9976a2432,84aa285e-b2e8-4bc0-abe4-ecc3c75da60f,5a011f48-401a-4e17-8f2d-29e68711e8c1,dc4e4955-6f76-4c27-bcc7-57cb68e9290b,4629595a-72a0-4d2b-a8bc-ecf3f36924df,3995c1de-cb60-416e-96f6-ed72194c9e2d",",,,,,,,,,,,,,,,,",https://web.fulcrumapp.com/shares/8d464ae2215260fd/photos/view?photos=350edec0-d0f2-4b85-a3bc-d8dddc780fd8%2C1ee990cb-af84-42c3-b436-7208d7808bcc%2Cc81b4adc-b05b-4636-8abc-6027c829ab15%2C9f4d766b-4029-4e77-bf1d-1e54c8357fd7%2Caabbb716-9dcb-4a0e-b146-ba3f2c4f5e01%2Ca1f2a31d-27f0-4bb9-a7f9-3ad81a5ef38a%2C1092466c-8a7b-44f8-b364-cc1b71b6e8f0%2Ca885b727-a55a-4fb8-994d-fdabe0504548%2C3f753656-adc1-4acd-af86-97886df39f49%2C6af15fea-262c-406b-9743-9746c65cda3d%2Cc8c7f32f-847e-4ad1-a4b6-4ba3e777d780%2C416c8f7a-4db0-46bb-b792-cad9976a2432%2C84aa285e-b2e8-4bc0-abe4-ecc3c75da60f%2C5a011f48-401a-4e17-8f2d-29e68711e8c1%2Cdc4e4955-6f76-4c27-bcc7-57cb68e9290b%2C4629595a-72a0-4d2b-a8bc-ecf3f36924df%2C3995c1de-cb60-416e-96f6-ed72194c9e2d,"","","",Roof covering was replaced after Hurricane Georges 1998,Building,"","","","","","","","","","",1,1983,0,Single-Family (Custom),"",Hip,"",Overhang (< 1m),"",Wood rafter and purlins,"",corrugated pvc,"","Load Bearing Masonry (reinforced),Wood Frame","",Wood planks,"","",1,"",0,"","Wind,Wind-driven rain","",1,1,"",1,10%,0%,0%,0%,0,-1,-1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",OLB,2a,"Modified or updated:
Location 
Roof shape 
Elevated living space
","","","","",""
e06b1e0d-7c8a-4514-8ffe-7144a2146f61,2019-10-15 23:04:54 UTC,2019-10-15 23:04:54 UTC,joe@fulcrumapp.com,joe@fulcrumapp.com,2019-10-15 23:04:54 UTC,2019-10-15 23:04:54 UTC,1,1,"","",18.2194364565,-67.1532909572,POINT (-67.1532909572 18.2194364565),2017-10-05,Hurricane,"a2216bf6-3058-4454-aea8-efbff9e9bd1e,ecde1a10-e109-4338-a81a-cf6e3e18cf11,22473394-7c4c-4671-967f-ebcb561185fd,81a7a4e5-c8eb-4df3-a03f-07ffda36c0c0,d8d60efb-58e1-4ab9-8800-c3bfe445e63b,03bd2f91-b530-40c9-8247-846f855a055a,319cd5f8-5f01-44c6-ae7a-410200bd5341,5d428135-580e-4259-a47e-016c4c277a3d,2cca2b37-94e8-462b-aa65-4f733046a902",",,,,,,,,",https://web.fulcrumapp.com/shares/8d464ae2215260fd/photos/view?photos=a2216bf6-3058-4454-aea8-efbff9e9bd1e%2Cecde1a10-e109-4338-a81a-cf6e3e18cf11%2C22473394-7c4c-4671-967f-ebcb561185fd%2C81a7a4e5-c8eb-4df3-a03f-07ffda36c0c0%2Cd8d60efb-58e1-4ab9-8800-c3bfe445e63b%2C03bd2f91-b530-40c9-8247-846f855a055a%2C319cd5f8-5f01-44c6-ae7a-410200bd5341%2C5d428135-580e-4259-a47e-016c4c277a3d%2C2cca2b37-94e8-462b-aa65-4f733046a902,"","","","",Building,"","","","","","","","","","",8,2016,0,Hotel,"",Flat,"","","",RC Slab,"",N/A,"",RC Frame,"",N/A,"","",-1,"",0,"",Wind,"",1,9,"","",0%,0%,"",10%,-1,-1,-1,n/a,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",OLB,2a,"Modified or updated:
Location 
Roof shape, system ","","","","",""
813597f4-21a7-42c4-a149-fb4c59f4263a,2019-10-15 23:04:55 UTC,2019-10-15 23:04:55 UTC,joe@fulcrumapp.com,joe@fulcrumapp.com,2019-10-15 23:04:55 UTC,2019-10-15 23:04:55 UTC,1,1,"","",18.2288418188,-67.1712580696,POINT (-67.1712580696 18.2288418188),2017-10-10,Hurricane,"814307d7-c3bc-4bb0-8a55-3ac04aab9918,e0b5a0c3-337f-4d26-b363-02cccd7aa0fe,f270f644-1911-4a88-9343-d5d2d46b4f4b,0e013090-224e-451c-ab60-3f4c770fac05,fb8f8d95-ba6e-4dcf-bf3c-cc9f07c95a91",",,,,",https://web.fulcrumapp.com/shares/8d464ae2215260fd/photos/view?photos=814307d7-c3bc-4bb0-8a55-3ac04aab9918%2Ce0b5a0c3-337f-4d26-b363-02cccd7aa0fe%2Cf270f644-1911-4a88-9343-d5d2d46b4f4b%2C0e013090-224e-451c-ab60-3f4c770fac05%2Cfb8f8d95-ba6e-4dcf-bf3c-cc9f07c95a91,"","","",LDA,Building,"","","","","","","","","","",2,"",0,Single-Family (Custom),"",Gable,"",Overhang (< 1m),"",Wood rafter and purlins,"",Corrugated metal,"",Wood Frame,"",Wood planks,"","",0,"",0,"",Wind,"",1,9,"",1,10%,0%,"","",0,-1,-1,"First floor concrete, second floor is a wood frame.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",OLB,2b,"Modified or updated: 
Location 
Roof shape
(Verify door damages)","","","","",""
2023f92c-6d92-4a58-848d-d0c2daae0090,2019-10-15 23:04:56 UTC,2019-10-15 23:04:56 UTC,joe@fulcrumapp.com,joe@fulcrumapp.com,2019-10-15 23:04:56 UTC,2019-10-15 23:04:56 UTC,1,1,"","",18.2447145629,-67.1718655899,POINT (-67.1718655899 18.2447145629),2017-10-10,Hurricane,"3f8888af-baef-4685-8691-29484470caf3,933f4722-3f2c-44c5-9842-88523703fa9c,44c14802-7304-45a9-9df2-4267b647cb4f,44995428-7444-4fd3-a7da-f1870561080d,3d3a2fb9-4b07-441e-a946-686834b2b406",",,,,",https://web.fulcrumapp.com/shares/8d464ae2215260fd/photos/view?photos=3f8888af-baef-4685-8691-29484470caf3%2C933f4722-3f2c-44c5-9842-88523703fa9c%2C44c14802-7304-45a9-9df2-4267b647cb4f%2C44995428-7444-4fd3-a7da-f1870561080d%2C3d3a2fb9-4b07-441e-a946-686834b2b406,"","","",LDA,Building,"","","","","","","","","","",1,"",0,Single-Family (Custom),"",Gable,"",Overhang (< 1m),"",Wood rafter and purlins,"",Corrugated metal,"",Wood Frame,"",Wood planks,"",Resident told us that the entire community was flooded about 2m +/-,0,"",0,"","Freshwater flood,Wind","",1,3,2,"",10%,0%,"","",0,-1,-1,n/a,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",OLB,2a,"Modified or updated:
Location (
Roof shape 
Exterior Damage Rating
Added aerial imagery (changed roof no damage to minor 10%)","","","","",""
065f19af-0fc1-4390-8f4b-346bd7a8480f,2019-10-15 23:04:56 UTC,2019-10-15 23:04:56 UTC,joe@fulcrumapp.com,joe@fulcrumapp.com,2019-10-15 23:04:56 UTC,2019-10-15 23:04:56 UTC,1,1,"","",18.2451498441,-67.1719514206,POINT (-67.1719514206 18.2451498441),2017-10-10,Hurricane,"72d1e371-0df6-4572-a6fd-06102d2d1a50,0d444198-a061-4c8b-b2df-d6f3bdbcd522,c59d5932-5774-4627-bd88-19a6897d304d,40d65824-f97d-4fa4-8391-abb4300b547f,4f529fb0-edb2-4362-b088-5a0c93d0fded",",,,,",https://web.fulcrumapp.com/shares/8d464ae2215260fd/photos/view?photos=72d1e371-0df6-4572-a6fd-06102d2d1a50%2C0d444198-a061-4c8b-b2df-d6f3bdbcd522%2Cc59d5932-5774-4627-bd88-19a6897d304d%2C40d65824-f97d-4fa4-8391-abb4300b547f%2C4f529fb0-edb2-4362-b088-5a0c93d0fded,"","","",Maria Cortes,Building,"","","","","","","","","","",1,"",0,Single-Family (Custom),"",Gable,"",Overhang (< 1m),"",Wood rafter and purlins,"",Corrugated metal,"",RC Frame,"",CMU infill,"","",0,"",0,"","Storm surge,Wind","",1,2,2,1,0%,0%,"","",0,-1,-1,n/a,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",OLB ,2a,"Modified or updated:
Location 
Damage source 
","","","","",""
d8bac82b-db50-4de3-910b-714a8a3c20ef,2019-10-15 23:04:57 UTC,2019-10-15 23:04:57 UTC,joe@fulcrumapp.com,joe@fulcrumapp.com,2019-10-15 23:04:57 UTC,2019-10-15 23:04:57 UTC,1,2,"","",18.2448788682,-67.1734242886,POINT (-67.1734242886 18.2448788682),2017-10-10,Hurricane,"eb4db78d-8ff3-4357-9a8f-31c2544c45c6,a38416e6-cf25-4a78-b7da-87ea429a58db,0a9f840b-81dc-49cd-bfeb-7a0c26bd9e03,e7011b92-19bb-4104-b9ec-cb789a7b1925,a4331ab2-c564-4fb7-9000-c76009668e3f,1d9206ac-8ae8-406f-a0a4-e7d5c2d59821,eff9288b-3793-4d6a-8f00-3302e150a71d,30314af0-522c-4169-803e-7597d74ea38c,0b0cb92d-29fe-49d6-b358-20f2a4ca095b",",,,,,,,,",https://web.fulcrumapp.com/shares/8d464ae2215260fd/photos/view?photos=eb4db78d-8ff3-4357-9a8f-31c2544c45c6%2Ca38416e6-cf25-4a78-b7da-87ea429a58db%2C0a9f840b-81dc-49cd-bfeb-7a0c26bd9e03%2Ce7011b92-19bb-4104-b9ec-cb789a7b1925%2Ca4331ab2-c564-4fb7-9000-c76009668e3f%2C1d9206ac-8ae8-406f-a0a4-e7d5c2d59821%2Ceff9288b-3793-4d6a-8f00-3302e150a71d%2C30314af0-522c-4169-803e-7597d74ea38c%2C0b0cb92d-29fe-49d6-b358-20f2a4ca095b,"","","",LDA,Building,"","","","","","","","","","",1,"",0,Church,"",Hip,"",Overhang (< 1m),"",Wood rafter and purlins,"",Corrugated metal,"",Load Bearing Masonry (reinforced),"",CMU infill,"",Adjacent building standing metal roof system is undamaged ,0,"",0,"","Storm surge,Wind","",2,3,"",0,30%,40%,0%,0%,0,-1,-1,n/a,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",OLB,2a,"Modified or updated:
Location 
Damage source 
Added aerial imagery (changed roof damage from 100% to 30%)","","","","",""
bd9d53b4-9fae-4300-8287-8627767c87a2,2019-10-15 23:04:58 UTC,2019-10-15 23:04:58 UTC,joe@fulcrumapp.com,joe@fulcrumapp.com,2019-10-15 23:04:58 UTC,2019-10-15 23:04:58 UTC,1,1,"","",18.2444098337,-67.173627466,POINT (-67.173627466 18.2444098337),2017-10-10,Hurricane,"56969b03-50e5-4577-8d26-0b71037144f7,0983dc15-ee6a-422f-a6fe-74a189a353d9,a6694ad1-0ac4-4e20-8931-b4ed0ef0412e,f6ae3826-2ad1-4ade-a655-f3a4bd3c5884,eb400a6a-e3f7-49bc-a351-c1223ae760d2,5ad60624-e2f4-4aeb-82b0-e51e1bb6f488,a42df57b-ae3d-47f1-a0c5-5ca70dc4e93c,66566c3e-fac3-417e-a5c0-08c63d1b0ad9,e777ed89-1e74-4761-93d3-dcca68fc3571,e437edf6-75e8-417a-9906-3dfe756e1cb0,d44a2cce-86bd-422d-b1fa-8cde94eaef96,e0df9c55-4660-44f8-b468-b0ec0cf10279",",,,,,,,,,,,",https://web.fulcrumapp.com/shares/8d464ae2215260fd/photos/view?photos=56969b03-50e5-4577-8d26-0b71037144f7%2C0983dc15-ee6a-422f-a6fe-74a189a353d9%2Ca6694ad1-0ac4-4e20-8931-b4ed0ef0412e%2Cf6ae3826-2ad1-4ade-a655-f3a4bd3c5884%2Ceb400a6a-e3f7-49bc-a351-c1223ae760d2%2C5ad60624-e2f4-4aeb-82b0-e51e1bb6f488%2Ca42df57b-ae3d-47f1-a0c5-5ca70dc4e93c%2C66566c3e-fac3-417e-a5c0-08c63d1b0ad9%2Ce777ed89-1e74-4761-93d3-dcca68fc3571%2Ce437edf6-75e8-417a-9906-3dfe756e1cb0%2Cd44a2cce-86bd-422d-b1fa-8cde94eaef96%2Ce0df9c55-4660-44f8-b468-b0ec0cf10279,"","","",LDA,Building,"","","","","","","","","","",2,"",0,Single-Family (Custom),"",Gable,"",Overhang (< 1m),"",Wood rafter and purlins,"",Corrugated metal,"",Load Bearing Masonry (reinforced),"",CMU infill,"",Roof was rebuild after hurricane Georges 1998,1,"",1,"","Freshwater flood,Storm surge,Wind","",1,0,2,1,10%,0%,0%,0%,0,0,-1,Bottom house. Interior damage was major. Top house no damag.,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",OLB,2a,"Modified or updated:
Location (
Added aerial images (changed from no damage to minor 10% on roof)","","","","",""
6be5f6a8-253a-48f9-9608-5118ae5cb6a7,2019-10-15 23:04:59 UTC,2019-10-15 23:04:59 UTC,joe@fulcrumapp.com,joe@fulcrumapp.com,2019-10-15 23:04:59 UTC,2019-10-15 23:04:59 UTC,1,4,"","",18.2445913339,-67.1740847826,POINT (-67.1740847826 18.2445913339),2017-10-10,Hurricane,"8f3d121c-a4d8-4af8-9ef3-05c08cc37474,5031add2-4f2f-44f4-94f2-943622845255,5485839e-013c-4ec7-965f-80fd2595a2f6,0d18e8a0-2706-4323-b9a0-88b05041acef,96b82801-946f-4c81-9eae-81e26cfca7d2,439ba24c-e817-4954-8c03-c8c1893bf721,b3958499-777d-41d8-b0ed-c11b4c166e94,17d238ea-ea4b-4335-ab2f-b0fbf3636669",",,,,,,,",https://web.fulcrumapp.com/shares/8d464ae2215260fd/photos/view?photos=8f3d121c-a4d8-4af8-9ef3-05c08cc37474%2C5031add2-4f2f-44f4-94f2-943622845255%2C5485839e-013c-4ec7-965f-80fd2595a2f6%2C0d18e8a0-2706-4323-b9a0-88b05041acef%2C96b82801-946f-4c81-9eae-81e26cfca7d2%2C439ba24c-e817-4954-8c03-c8c1893bf721%2Cb3958499-777d-41d8-b0ed-c11b4c166e94%2C17d238ea-ea4b-4335-ab2f-b0fbf3636669,"","","",Maria Corted,Building,"","","","","","","","","","",1,"",1,Single-Family (Custom),"",Flat,"",Overhang (< 1m),"",RC Slab,"",N/A,"",RC Frame,"",CMU infill,"","",0,"",0,"","Storm surge,Wind","",4,3,"",0,100%,100%,100%,"",1,1,-1,n/a,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",OLB,2a,"Modified or updated:
Location 
Added aerial imagery
","","","","",""
